date,borough,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,new_cases,total_cases,new_deaths,total_deaths
2021-04-29,Sutton,-20,0,63,-48,-45,14,2,16226,0,436
2021-04-29,Redbridge,-28,4,32,-45,-44,13,1,33750,0,743
2021-04-29,Lewisham,-18,18,79,-39,-49,16,6,22067,0,514
2021-04-29,Greenwich,-27,4,27,-38,-49,15,7,22844,0,437
2021-04-29,Lambeth,-43,-2,34,-56,-52,18,12,24768,0,509
2021-04-29,Kingston Upon Thames,-31,-9,,-42,-46,16,4,12491,0,304
2021-04-29,Westminster,-71,-29,-36,-64,-59,18,10,14442,0,304
2021-04-29,Barnet,-23,6,70,-39,-43,14,6,31012,0,751
2021-04-29,Waltham Forest,-6,9,50,-42,-43,13,3,25569,0,473
2021-04-29,Merton,-33,-3,37,-45,-45,15,4,16605,0,406
2021-04-29,Brent,-21,12,91,-36,-41,12,9,29398,0,697
2021-04-29,Hackney,-43,8,71,-46,-49,16,6,22094,0,432
2021-04-29,Bromley,-23,4,42,-44,-47,16,10,24800,0,620
2021-04-29,Enfield,-20,10,34,-38,-36,11,5,30243,0,584
2021-04-29,City Of London,-85,-53,-78,-74,-60,,6,22094,0,432
2021-04-29,Haringey,-26,2,51,-43,-49,14,5,21197,0,388
2021-04-29,Newham,-34,5,189,-47,-38,12,4,36787,0,620
2021-04-29,Hounslow,-23,6,61,-38,-37,12,7,25466,0,563
2021-04-29,Islington,-63,-11,74,-72,-62,21,4,15288,0,292
2021-04-29,Richmond Upon Thames,-28,12,58,-46,-53,18,6,11063,0,284
2021-04-29,Ealing,-20,7,70,-43,-40,13,16,31928,0,621
2021-04-29,Croydon,-29,10,57,-44,-38,14,7,31516,0,802
2021-04-29,Kensington And Chelsea,-56,8,13,-58,-52,17,8,9177,0,213
2021-04-29,Southwark,-45,-6,3,-53,-49,18,8,22929,0,341
2021-04-29,Harrow,-22,13,78,-37,-33,13,15,21348,0,509
2021-04-29,Camden,-68,-20,19,-59,-57,19,4,14422,0,273
2021-04-29,Barking And Dagenham,-14,7,68,-28,-35,9,8,24199,0,464
2021-04-29,Tower Hamlets,-57,-7,-12,-56,-56,20,5,30187,0,396
2021-04-29,Bexley,-25,9,54,-39,-40,13,6,22750,0,564
2021-04-28,Merton,-37,-8,29,-44,-44,16,11,16601,0,406
2021-04-28,Hackney,-49,0,44,-51,-50,17,11,22088,0,432
2021-04-28,Barnet,-28,-5,15,-41,-44,16,9,31006,0,751
2021-04-28,Haringey,-35,-7,7,-49,-50,16,8,21192,0,388
2021-04-28,Barking And Dagenham,-19,2,34,-35,-36,10,8,24191,0,464
2021-04-28,Croydon,-30,1,31,-45,-37,14,11,31509,0,802
2021-04-28,Waltham Forest,-16,-2,3,-44,-43,14,12,25566,0,473
2021-04-28,Greenwich,-33,-1,0,-37,-47,16,12,22837,0,437
2021-04-28,Lewisham,-23,11,48,-39,-47,18,8,22061,0,514
2021-04-28,Islington,-66,-19,37,-73,-62,23,2,15284,0,292
2021-04-28,Bexley,-26,3,42,-42,-41,14,9,22744,1,564
2021-04-28,Enfield,-26,-1,5,-41,-36,12,7,30238,0,584
2021-04-28,Lambeth,-46,-6,14,-58,-52,19,8,24756,0,509
2021-04-28,Hillingdon,-32,-5,38,-67,-36,14,18,27228,0,634
2021-04-28,Brent,-26,2,29,-37,-41,13,10,29389,0,697
2021-04-28,Wandsworth,-37,-10,28,-50,-55,21,9,22662,1,433
2021-04-28,Harrow,-27,2,32,-37,-34,14,12,21333,0,509
2021-04-28,Richmond Upon Thames,-36,0,12,-51,-55,20,3,11057,2,284
2021-04-28,Tower Hamlets,-61,-14,-28,-56,-57,21,11,30182,0,396
2021-04-28,Hammersmith And Fulham,-52,-17,5,-46,-57,19,11,13309,0,235
2021-04-28,Newham,-39,-3,150,-44,-37,13,4,36783,0,620
2021-04-28,Redbridge,-36,-1,-7,-43,-44,14,12,33749,0,743
2021-04-28,Kensington And Chelsea,-60,1,-7,-59,-54,19,9,9169,0,213
2021-04-28,Kingston Upon Thames,-39,-12,,-46,-46,18,6,12487,1,304
2021-04-28,Havering,-27,-3,6,-35,-37,13,5,27411,0,837
2021-04-28,Sutton,-25,-1,37,-48,-46,15,7,16224,0,436
2021-04-28,City Of London,-87,-57,-82,-74,-64,,11,22088,0,432
2021-04-28,Hounslow,-31,-4,20,-39,-36,13,18,25459,0,563
2021-04-28,Ealing,-27,-3,15,-44,-42,14,24,31912,0,621
2021-04-28,Westminster,-74,-32,-51,-66,-60,19,14,14432,0,304
2021-04-28,Bromley,-26,1,21,-44,-47,17,5,24790,0,620
2021-04-28,Southwark,-48,-13,-15,-53,-53,19,7,22921,0,341
2021-04-28,Camden,-71,-30,4,-61,-57,21,6,14418,0,273
2021-04-27,Kensington And Chelsea,-57,4,28,-56,-53,16,11,9160,0,213
2021-04-27,Islington,-61,-18,82,-73,-62,20,12,15282,0,292
2021-04-27,Lambeth,-43,-4,61,-56,-50,17,14,24748,0,509
2021-04-27,Southwark,-46,-10,23,-53,-51,17,6,22914,1,341
2021-04-27,Havering,-23,2,45,-30,-37,11,8,27406,0,837
2021-04-27,Sutton,-18,-2,112,-46,-46,14,9,16217,0,436
2021-04-27,City Of London,-86,-56,-75,-73,-62,,6,22077,0,432
2021-04-27,Camden,-67,-22,40,-58,-58,19,7,14412,0,273
2021-04-27,Barking And Dagenham,-16,-3,86,-29,-37,9,8,24183,1,464
2021-04-27,Hillingdon,-26,1,102,-67,-36,12,10,27210,0,634
2021-04-27,Enfield,-20,-1,54,-39,-35,11,7,30231,0,584
2021-04-27,Hounslow,-23,-2,88,-36,-37,12,13,25441,0,563
2021-04-27,Haringey,-25,-3,76,-43,-51,14,5,21184,0,388
2021-04-27,Barnet,-23,-2,95,-39,-44,14,9,30997,0,751
2021-04-27,Brent,-21,3,113,-35,-39,11,13,29379,0,697
2021-04-27,Bexley,-24,5,86,-41,-42,12,3,22735,0,563
2021-04-27,Bromley,-18,6,60,-43,-47,16,8,24785,0,620
2021-04-27,Waltham Forest,-10,3,76,-41,-45,13,6,25554,0,473
2021-04-27,Richmond Upon Thames,-28,9,64,-48,-54,17,4,11054,0,282
2021-04-27,Westminster,-69,-30,-25,-63,-59,18,8,14418,0,304
2021-04-27,Newham,-28,3,244,-41,-38,12,12,36779,0,620
2021-04-27,Tower Hamlets,-56,-7,5,-55,-58,19,20,30171,0,396
2021-04-27,Wandsworth,-31,-6,74,-46,-56,20,7,22653,0,432
2021-04-27,Hammersmith And Fulham,-49,-14,42,-43,-56,17,6,13298,0,235
2021-04-27,Harrow,-21,5,111,-33,-31,13,16,21321,0,509
2021-04-27,Greenwich,-25,0,44,-34,-49,14,3,22825,0,437
2021-04-27,Ealing,-22,2,90,-41,-40,13,19,31888,0,621
2021-04-27,Merton,-33,-7,78,-39,-44,15,4,16590,0,406
2021-04-27,Hackney,-43,2,101,-49,-51,16,6,22077,0,432
2021-04-27,Redbridge,-31,9,55,-42,-45,12,7,33737,1,743
2021-04-27,Croydon,-29,9,83,-45,-38,13,14,31498,0,802
2021-04-27,Kingston Upon Thames,-32,-7,,-43,-46,16,3,12481,0,303
2021-04-27,Lewisham,-19,14,106,-35,-48,16,8,22053,0,514
2021-04-26,Ealing,-19,3,99,-40,-40,13,19,31869,1,621
2021-04-26,Barnet,-23,3,92,-41,-44,14,6,30988,0,751
2021-04-26,Sutton,-16,1,103,-48,-46,14,9,16208,0,436
2021-04-26,Tower Hamlets,-57,-8,4,-54,-58,19,10,30151,0,396
2021-04-26,Newham,-30,3,259,-41,-38,12,24,36767,0,620
2021-04-26,City Of London,-86,-60,-78,-75,-63,,8,22071,0,432
2021-04-26,Wandsworth,-33,-5,77,-51,-55,19,14,22646,0,432
2021-04-26,Barking And Dagenham,-14,-1,93,-32,-36,9,11,24175,0,463
2021-04-26,Hackney,-43,1,113,-50,-51,16,8,22071,0,432
2021-04-26,Croydon,-28,3,83,-44,-35,13,13,31484,0,802
2021-04-26,Islington,-62,-18,77,-72,-63,21,2,15270,0,292
2021-04-26,Kensington And Chelsea,-60,5,25,-58,-54,17,12,9149,0,213
2021-04-26,Haringey,-25,-5,73,-45,-49,14,10,21179,0,388
2021-04-26,Enfield,-17,2,70,-39,-35,10,6,30224,0,584
2021-04-26,Harrow,-15,8,126,-35,-33,13,10,21305,0,509
2021-04-26,Hammersmith And Fulham,-49,-16,55,-44,-56,18,10,13292,0,235
2021-04-26,Lewisham,-19,6,89,-38,-49,16,11,22045,0,514
2021-04-26,Richmond Upon Thames,-27,8,67,-49,-55,16,10,11050,0,282
2021-04-26,Havering,-22,1,42,-31,-36,11,4,27398,0,837
2021-04-26,Redbridge,-30,4,49,-43,-43,12,14,33730,0,742
2021-04-26,Southwark,-45,-7,26,-55,-51,17,9,22908,0,340
2021-04-26,Waltham Forest,-10,1,82,-43,-44,12,6,25548,0,473
2021-04-26,Bromley,-21,3,49,-43,-47,16,7,24777,0,620
2021-04-26,Camden,-67,-26,58,-58,-58,19,5,14405,0,273
2021-04-26,Westminster,-70,-28,-27,-64,-60,18,13,14410,0,304
2021-04-26,Greenwich,-22,4,47,-34,-48,14,7,22822,0,437
2021-04-26,Kingston Upon Thames,-29,-6,,-44,-47,16,6,12478,0,303
2021-04-26,Hounslow,-19,3,84,-37,-37,12,21,25428,0,563
2021-04-26,Hillingdon,-24,3,123,-68,-36,12,13,27200,0,634
2021-04-26,Brent,-18,8,145,-37,-39,11,14,29366,0,697
2021-04-26,Merton,-32,-2,84,-39,-44,14,5,16586,0,406
2021-04-26,Bexley,-24,3,72,-41,-42,12,7,22732,0,563
2021-04-26,Lambeth,-42,-6,78,-58,-51,17,9,24734,0,509
2021-04-25,Richmond Upon Thames,-29,5,55,-31,-21,5,8,11040,0,282
2021-04-25,Brent,-26,1,91,-26,-25,5,15,29352,0,697
2021-04-25,Hackney,-46,-4,77,-44,-17,5,12,22063,1,432
2021-04-25,Westminster,-67,-27,-31,-61,-33,6,12,14397,0,304
2021-04-25,Wandsworth,-37,-8,62,-42,-14,5,9,22632,0,432
2021-04-25,Haringey,-36,-10,37,-38,-35,5,4,21169,0,388
2021-04-25,Bexley,-36,-8,43,-37,-15,5,2,22725,0,563
2021-04-25,Bromley,-30,2,45,-35,-13,5,8,24770,0,620
2021-04-25,Tower Hamlets,-47,-23,3,-41,-23,6,19,30141,0,396
2021-04-25,Croydon,-38,1,56,-41,-11,5,8,31471,0,802
2021-04-25,Ealing,-29,2,71,-39,-20,5,15,31850,0,620
2021-04-25,Hammersmith And Fulham,-52,-20,60,-45,-28,5,3,13282,0,235
2021-04-25,Southwark,-47,-11,23,-41,-21,6,6,22899,0,340
2021-04-25,Lewisham,-31,2,61,-35,-20,5,3,22034,0,514
2021-04-25,City Of London,-77,-27,-76,-60,,,12,22063,1,432
2021-04-25,Waltham Forest,-21,-3,65,-39,-27,5,7,25542,0,473
2021-04-25,Kingston Upon Thames,-32,-12,142,-28,-20,5,4,12472,0,303
2021-04-25,Merton,-37,-13,60,-37,-18,5,7,16581,0,406
2021-04-25,Greenwich,-37,-3,36,-31,-24,5,8,22815,0,437
2021-04-25,Camden,-61,-23,46,-53,-25,6,3,14400,0,273
2021-04-25,Lambeth,-46,-11,43,-39,-20,5,7,24725,0,509
2021-04-25,Hillingdon,-29,-7,133,-70,-18,5,18,27187,0,634
2021-04-25,Havering,-37,0,58,-23,-9,5,2,27394,0,837
2021-04-25,Sutton,-30,-6,63,-43,-21,5,9,16199,0,436
2021-04-25,Hounslow,-23,1,56,-30,-20,5,16,25407,0,563
2021-04-25,Newham,-36,-7,169,-33,-15,5,13,36743,0,620
2021-04-25,Kensington And Chelsea,-63,3,29,-62,-29,7,8,9137,0,213
2021-04-25,Redbridge,-39,0,46,-37,-21,5,7,33716,0,742
2021-04-25,Barnet,-30,-4,76,-33,-21,5,11,30982,0,751
2021-04-25,Harrow,-35,-1,121,-21,-4,5,16,21295,1,509
2021-04-25,Barking And Dagenham,-27,-9,64,-31,-24,4,9,24164,0,463
2021-04-25,Enfield,-31,-4,38,-36,-16,5,5,30218,0,584
2021-04-25,Islington,-60,-13,95,-67,-24,5,7,15268,0,292
2021-04-24,Wandsworth,-39,-3,107,-35,-18,5,11,22623,0,432
2021-04-24,Richmond Upon Thames,-23,11,67,-22,-22,5,1,11032,0,282
2021-04-24,Westminster,-68,-17,-7,-53,-30,5,9,14385,0,304
2021-04-24,Merton,-34,-4,85,-32,-16,5,8,16574,0,406
2021-04-24,Croydon,-35,4,95,-40,-13,5,5,31463,0,802
2021-04-24,Camden,-60,-15,66,-48,-18,5,6,14397,0,273
2021-04-24,Kensington And Chelsea,-62,10,39,-57,-25,6,2,9129,0,213
2021-04-24,Tower Hamlets,-44,-4,13,-38,-23,5,10,30122,0,396
2021-04-24,Hammersmith And Fulham,-54,-12,89,-37,-29,5,4,13279,0,235
2021-04-24,Hillingdon,-28,-2,168,-67,-13,5,13,27169,0,634
2021-04-24,Newham,-39,-2,226,-33,-18,5,21,36730,0,620
2021-04-24,Islington,-60,-4,114,-58,-23,5,4,15261,0,292
2021-04-24,Barnet,-27,3,96,-31,-23,5,11,30971,0,751
2021-04-24,Harrow,-29,9,166,-25,-6,5,13,21279,0,508
2021-04-24,Kingston Upon Thames,-31,-3,152,-34,-16,6,4,12468,1,303
2021-04-24,Sutton,-28,-5,88,-40,-19,5,5,16190,0,436
2021-04-24,Hackney,-47,5,127,-39,-22,4,1,22051,0,431
2021-04-24,City Of London,-78,-19,-68,-57,,,1,22051,0,431
2021-04-24,Southwark,-46,-8,41,-36,-19,4,7,22893,0,340
2021-04-24,Ealing,-26,4,119,-32,-25,5,14,31835,0,620
2021-04-24,Lewisham,-24,11,89,-27,-21,5,0,22031,0,514
2021-04-24,Barking And Dagenham,-23,-1,88,-25,-23,4,6,24155,0,463
2021-04-24,Havering,-35,-2,63,-22,-11,5,4,27392,0,837
2021-04-24,Hounslow,-26,6,82,-29,-16,5,16,25391,0,563
2021-04-24,Brent,-31,0,127,-29,-25,5,13,29337,0,697
2021-04-24,Lambeth,-45,-4,59,-36,-19,4,4,24718,0,509
2021-04-24,Bromley,-30,4,58,-32,-14,6,10,24762,0,620
2021-04-24,Greenwich,-32,5,49,-24,-23,5,5,22807,0,437
2021-04-24,Redbridge,-34,3,53,-35,-18,5,20,33709,0,742
2021-04-24,Enfield,-24,1,65,-35,-17,5,8,30213,0,584
2021-04-24,Waltham Forest,-20,3,46,-34,-25,5,5,25535,0,473
2021-04-24,Bexley,-32,2,87,-34,-13,5,3,22723,0,563
2021-04-24,Haringey,-31,-6,73,-34,-33,5,4,21165,0,388
2021-04-23,Barking And Dagenham,-17,8,97,-26,-33,9,4,24149,0,463
2021-04-23,Southwark,-45,-1,31,-46,-49,16,3,22886,0,340
2021-04-23,Islington,-61,-11,127,-69,-61,18,5,15257,0,292
2021-04-23,Waltham Forest,-8,3,84,-37,-42,12,2,25530,0,473
2021-04-23,Lewisham,-17,17,115,-34,-47,15,9,22031,0,514
2021-04-23,Kensington And Chelsea,-59,8,37,-55,-52,16,6,9127,0,213
2021-04-23,Enfield,-20,7,56,-33,-32,10,9,30205,0,584
2021-04-23,City Of London,-86,-53,-73,-70,-56,,8,22050,0,431
2021-04-23,Croydon,-31,12,90,-39,-35,12,4,31458,0,802
2021-04-23,Newham,-34,6,273,-39,-36,11,15,36709,0,620
2021-04-23,Sutton,-23,1,114,-42,-43,12,3,16185,0,436
2021-04-23,Hillingdon,-27,6,132,-64,-34,11,10,27156,0,634
2021-04-23,Havering,-27,5,62,-27,-36,11,5,27388,0,837
2021-04-23,Camden,-66,-15,69,-57,-54,17,9,14391,0,273
2021-04-23,Lambeth,-43,0,87,-53,-51,16,7,24714,0,509
2021-04-23,Greenwich,-29,7,57,-29,-46,14,4,22802,0,437
2021-04-23,Merton,-33,4,80,-36,-39,13,3,16566,0,406
2021-04-23,Bexley,-28,9,103,-37,-39,12,4,22720,0,563
2021-04-23,Redbridge,-31,6,64,-37,-41,12,13,33689,0,742
2021-04-23,Hounslow,-20,4,97,-29,-36,11,8,25375,0,563
2021-04-23,Kingston Upon Thames,-31,-1,,-40,-43,14,6,12464,1,302
2021-04-23,Brent,-24,10,138,-30,-38,11,22,29324,0,697
2021-04-23,Barnet,-23,3,114,-37,-41,13,11,30960,0,751
2021-04-23,Wandsworth,-32,3,107,-40,-51,17,7,22612,0,432
2021-04-23,Ealing,-22,4,105,-40,-40,12,15,31821,0,620
2021-04-23,Hammersmith And Fulham,-50,-11,79,-41,-53,16,4,13275,0,235
2021-04-23,Haringey,-25,2,95,-41,-47,13,6,21161,0,388
2021-04-23,Bromley,-22,10,71,-37,-45,14,3,24752,0,620
2021-04-23,Tower Hamlets,-54,-3,6,-50,-56,18,13,30112,0,396
2021-04-23,Harrow,-24,13,146,-33,-33,12,15,21266,0,508
2021-04-23,Hackney,-43,13,127,-40,-47,15,8,22050,0,431
2021-04-23,Westminster,-72,-25,-22,-61,-57,16,10,14376,0,304
2021-04-23,Richmond Upon Thames,-21,13,99,-38,-51,15,7,11031,0,282
2021-04-22,Lambeth,-43,-3,74,-57,-52,18,8,24707,0,509
2021-04-22,Ealing,-19,6,108,-43,-40,13,12,31806,0,620
2021-04-22,Redbridge,-28,1,62,-44,-44,12,9,33676,0,742
2021-04-22,Camden,-67,-20,48,-60,-57,19,14,14382,0,273
2021-04-22,Greenwich,-23,7,53,-38,-49,15,8,22798,0,437
2021-04-22,Westminster,-71,-29,-22,-65,-59,18,13,14366,0,304
2021-04-22,Merton,-31,-3,64,-43,-45,15,4,16563,0,406
2021-04-22,Havering,-22,6,55,-31,-36,12,5,27383,0,837
2021-04-22,Brent,-20,8,148,-35,-41,11,19,29302,0,697
2021-04-22,Croydon,-25,8,86,-45,-37,14,12,31454,0,802
2021-04-22,Hammersmith And Fulham,-49,-11,61,-45,-55,17,8,13271,0,235
2021-04-22,Hillingdon,-24,6,130,-64,-36,12,14,27146,0,634
2021-04-22,Sutton,-17,-1,92,-49,-45,14,6,16182,0,436
2021-04-22,Tower Hamlets,-56,-9,10,-56,-57,20,14,30099,0,396
2021-04-22,Haringey,-24,0,90,-45,-48,14,5,21155,0,388
2021-04-22,Hounslow,-22,2,91,-38,-37,12,16,25367,0,563
2021-04-22,Islington,-62,-13,107,-73,-63,20,6,15252,0,292
2021-04-22,Harrow,-20,8,138,-39,-33,13,14,21251,0,508
2021-04-22,Waltham Forest,-7,5,92,-43,-44,13,8,25528,0,473
2021-04-22,City Of London,-84,-55,-73,-74,-60,,9,22042,0,431
2021-04-22,Kensington And Chelsea,-56,10,34,-59,-53,17,8,9121,0,213
2021-04-22,Barnet,-23,4,111,-41,-43,14,9,30949,0,751
2021-04-22,Barking And Dagenham,-13,5,97,-28,-36,9,10,24145,0,463
2021-04-22,Hackney,-40,8,119,-48,-50,16,9,22042,0,431
2021-04-22,Bexley,-24,8,71,-39,-40,13,6,22716,0,563
2021-04-22,Richmond Upon Thames,-23,10,89,-45,-54,18,4,11024,0,282
2021-04-22,Southwark,-45,-6,21,-53,-50,18,14,22883,0,340
2021-04-22,Newham,-35,2,243,-47,-38,12,15,36694,0,620
2021-04-22,Lewisham,-17,18,118,-40,-49,17,10,22022,0,514
2021-04-22,Kingston Upon Thames,-31,-6,,-43,-46,16,11,12458,0,301
2021-04-22,Bromley,-19,5,62,-45,-47,16,6,24749,0,620
2021-04-22,Enfield,-19,5,64,-38,-36,11,9,30196,0,584
2021-04-22,Wandsworth,-31,-1,78,-46,-54,20,21,22605,0,432
2021-04-21,Barking And Dagenham,-16,4,61,-35,-37,10,7,24135,0,463
2021-04-21,Westminster,-71,-29,-36,-66,-60,19,13,14353,0,304
2021-04-21,Islington,-64,-16,66,-73,-63,22,7,15246,0,292
2021-04-21,Harrow,-22,6,92,-35,-34,14,21,21237,0,508
2021-04-21,Redbridge,-31,4,38,-41,-45,13,20,33667,0,742
2021-04-21,Brent,-19,7,91,-35,-42,12,17,29283,1,697
2021-04-21,Enfield,-21,2,37,-40,-37,12,4,30187,0,584
2021-04-21,Haringey,-29,-3,43,-49,-50,15,4,21150,0,388
2021-04-21,Wandsworth,-31,-4,62,-49,-55,20,23,22584,0,432
2021-04-21,City Of London,-83,-57,-77,-74,-62,,9,22033,0,431
2021-04-21,Southwark,-46,-9,10,-53,-53,18,9,22869,0,340
2021-04-21,Hounslow,-25,-1,69,-37,-36,13,12,25351,0,563
2021-04-21,Merton,-31,-6,61,-43,-45,15,8,16559,0,406
2021-04-21,Tower Hamlets,-57,-11,-10,-55,-58,20,25,30085,0,396
2021-04-21,Kingston Upon Thames,-30,-7,,-45,-46,16,3,12447,0,301
2021-04-21,Lewisham,-17,16,87,-38,-48,17,10,22012,0,514
2021-04-21,Newham,-36,0,205,-42,-38,13,12,36679,0,620
2021-04-21,Ealing,-19,2,68,-43,-43,14,35,31794,0,620
2021-04-21,Hillingdon,-25,0,105,-66,-37,13,20,27132,0,634
2021-04-21,Sutton,-16,2,79,-47,-47,14,8,16176,0,436
2021-04-21,Croydon,-25,2,71,-45,-38,14,12,31442,0,802
2021-04-21,Richmond Upon Thames,-26,5,58,-48,-56,18,11,11020,0,282
2021-04-21,Kensington And Chelsea,-58,4,13,-58,-55,18,4,9113,0,213
2021-04-21,Lambeth,-44,-5,47,-60,-53,19,17,24699,0,509
2021-04-21,Barnet,-24,0,66,-39,-45,15,15,30940,0,751
2021-04-21,Havering,-22,-1,34,-32,-38,12,10,27378,0,837
2021-04-21,Hackney,-43,1,79,-51,-52,17,9,22033,0,431
2021-04-21,Greenwich,-27,4,27,-35,-48,15,10,22790,0,437
2021-04-21,Bexley,-28,4,68,-41,-43,14,6,22710,0,563
2021-04-21,Waltham Forest,-8,3,49,-44,-43,14,12,25520,0,473
2021-04-21,Hammersmith And Fulham,-48,-16,40,-46,-56,18,11,13263,0,235
2021-04-21,Camden,-69,-26,25,-61,-58,20,11,14368,0,273
2021-04-21,Bromley,-20,3,44,-43,-48,17,3,24743,0,620
2021-04-20,Wandsworth,-34,-2,86,-45,-56,20,18,22561,0,432
2021-04-20,Barnet,-21,1,109,-36,-45,15,21,30925,0,751
2021-04-20,Westminster,-71,-24,4,-62,-61,18,18,14340,0,304
2021-04-20,Haringey,-23,-1,85,-43,-52,14,8,21146,0,388
2021-04-20,Kensington And Chelsea,-59,6,27,-58,-55,16,11,9109,0,213
2021-04-20,Havering,-22,2,47,-30,-38,12,9,27368,0,837
2021-04-20,Bromley,-21,5,62,-43,-48,16,5,24740,0,620
2021-04-20,Islington,-62,-16,89,-72,-64,20,8,15239,0,292
2021-04-20,Tower Hamlets,-56,-8,6,-54,-60,19,17,30060,0,396
2021-04-20,Lewisham,-17,13,113,-39,-50,16,9,22002,0,514
2021-04-20,Merton,-35,-5,80,-39,-46,15,9,16551,0,406
2021-04-20,Hackney,-44,2,110,-49,-52,17,15,22024,1,431
2021-04-20,Waltham Forest,-13,1,73,-43,-46,13,10,25508,0,473
2021-04-20,City Of London,-85,-56,-77,-74,-63,,15,22024,1,431
2021-04-20,Southwark,-46,-9,35,-52,-52,18,14,22860,0,340
2021-04-20,Ealing,-20,3,105,-41,-42,13,22,31759,0,620
2021-04-20,Brent,-20,6,129,-35,-42,11,16,29266,0,696
2021-04-20,Bexley,-27,5,94,-39,-44,13,9,22704,0,563
2021-04-20,Harrow,-22,7,139,-32,-32,13,18,21216,0,508
2021-04-20,Newham,-29,1,234,-40,-40,13,10,36667,0,620
2021-04-20,Barking And Dagenham,-16,-2,92,-29,-38,10,7,24128,0,463
2021-04-20,Lambeth,-46,-4,74,-57,-51,18,10,24682,0,509
2021-04-20,Croydon,-25,8,82,-44,-40,13,12,31430,0,802
2021-04-20,Greenwich,-28,2,45,-33,-51,15,11,22780,0,437
2021-04-20,Camden,-68,-21,44,-59,-59,19,13,14357,0,273
2021-04-20,Hammersmith And Fulham,-49,-12,57,-43,-57,17,7,13252,0,235
2021-04-20,Sutton,-18,-1,110,-44,-48,14,10,16168,0,436
2021-04-20,Hillingdon,-22,2,124,-66,-38,12,13,27112,0,634
2021-04-20,Redbridge,-29,7,50,-41,-46,13,12,33647,0,742
2021-04-20,Enfield,-22,-1,47,-37,-37,11,8,30183,0,584
2021-04-20,Richmond Upon Thames,-33,9,75,-46,-56,17,5,11009,0,282
2021-04-20,Hounslow,-23,-1,98,-36,-38,12,16,25339,1,563
2021-04-20,Kingston Upon Thames,-35,-3,,-42,-48,16,6,12444,0,301
2021-04-19,Camden,-66,-24,79,-59,-59,18,9,14344,1,273
2021-04-19,Barnet,-20,4,133,-38,-45,14,14,30904,0,751
2021-04-19,Tower Hamlets,-55,-7,23,-52,-59,19,14,30043,0,396
2021-04-19,Hackney,-41,2,150,-51,-53,16,10,22009,0,430
2021-04-19,Greenwich,-22,8,76,-31,-51,14,8,22769,0,437
2021-04-19,Merton,-32,1,85,-41,-46,14,11,16542,0,406
2021-04-19,Westminster,-72,-23,-6,-63,-62,18,20,14322,0,304
2021-04-19,Kingston Upon Thames,-31,-1,,-38,-49,16,6,12438,0,301
2021-04-19,Bexley,-22,6,106,-38,-44,13,9,22695,0,563
2021-04-19,Croydon,-24,5,103,-42,-38,13,20,31418,0,802
2021-04-19,Sutton,-13,1,138,-48,-48,14,6,16158,0,436
2021-04-19,Lewisham,-14,10,134,-41,-52,16,5,21993,0,514
2021-04-19,Havering,-20,0,64,-29,-38,11,7,27359,0,837
2021-04-19,Kensington And Chelsea,-60,7,47,-56,-56,17,13,9098,0,213
2021-04-19,Lambeth,-45,-6,92,-58,-53,17,12,24672,0,509
2021-04-19,Harrow,-17,12,161,-34,-35,13,4,21198,0,508
2021-04-19,Southwark,-46,-6,48,-54,-53,17,11,22846,0,340
2021-04-19,Redbridge,-26,3,75,-43,-45,13,9,33635,0,742
2021-04-19,Richmond Upon Thames,-30,9,99,-45,-57,17,6,11004,1,282
2021-04-19,Hillingdon,-21,3,161,-67,-39,12,28,27099,1,634
2021-04-19,Brent,-16,9,208,-34,-42,11,23,29250,0,696
2021-04-19,Waltham Forest,-6,4,102,-42,-45,13,10,25498,0,473
2021-04-19,City Of London,-85,-58,-77,-75,-63,,10,22009,0,430
2021-04-19,Wandsworth,-36,-1,110,-49,-57,19,16,22543,0,432
2021-04-19,Barking And Dagenham,-14,0,119,-31,-38,9,6,24121,0,463
2021-04-19,Ealing,-19,6,138,-40,-42,12,16,31737,0,620
2021-04-19,Islington,-62,-17,101,-71,-64,20,5,15231,0,292
2021-04-19,Enfield,-16,1,79,-37,-38,11,23,30175,0,584
2021-04-19,Hounslow,-15,4,110,-34,-39,12,25,25323,0,562
2021-04-19,Bromley,-18,5,80,-43,-49,15,14,24735,0,620
2021-04-19,Haringey,-20,0,109,-44,-51,14,8,21138,0,388
2021-04-19,Newham,-28,4,302,-37,-40,12,17,36657,0,620
2021-04-19,Hammersmith And Fulham,-48,-14,81,-42,-58,17,10,13245,0,235
2021-04-18,Richmond Upon Thames,-36,3,86,-19,-25,4,6,10998,0,281
2021-04-18,Hillingdon,-26,-6,194,-68,-18,4,25,27071,0,633
2021-04-18,Tower Hamlets,-44,-21,27,-35,-23,5,16,30029,1,396
2021-04-18,Croydon,-36,2,81,-40,-9,4,11,31398,0,802
2021-04-18,Harrow,-31,2,161,-18,-4,4,7,21194,0,508
2021-04-18,City Of London,-78,-23,-68,-60,,,8,21999,0,430
2021-04-18,Hammersmith And Fulham,-53,-20,104,-42,-30,4,10,13235,0,235
2021-04-18,Barnet,-27,-2,109,-28,-21,4,17,30890,0,751
2021-04-18,Wandsworth,-41,-18,100,-37,-15,4,16,22527,0,432
2021-04-18,Redbridge,-35,0,84,-37,-19,4,20,33626,0,742
